community_id,name,house_title,district,monthly_rent,area,monthly_rent_per_sqm,listing_count,source,scraped_at
GZ2170015803145977856,海珠,整租·江南苑 2室1厅 东北,海珠区,3700.0,67.44,54.86,1,贝壳租房列表页,2026-05-25T14:58:10.316933
GZ2170017385937895424,海珠,整租·宝泉大厦 2室1厅 东,海珠区,4500.0,75.0,60.0,1,贝壳租房列表页,2026-05-25T14:58:10.317452
独栋·金地草莓社区 中大店 中大南校/滨江东地铁站 带阳台单间环境安静 押一付一 开间,,独栋·金地草莓社区 中大店 中大南校/滨江东地铁站 带阳台单间环境安静 押一付一 开间,海珠区,2500.0,30.0,83.33,1,贝壳租房列表页,2026-05-25T14:58:10.318055
GZ2170017553861050368,海珠,整租·星汇湾花园 3室2厅 西南,海珠区,5000.0,71.0,70.42,1,贝壳租房列表页,2026-05-25T14:58:10.318575
GZ2169808403306643456,海珠,整租·新理想华庭 2室1厅 东南,海珠区,5980.0,80.0,74.75,1,贝壳租房列表页,2026-05-25T14:58:10.319083
GZ2170013050650755072,海珠,整租·珠江新岸公寓 1室1厅 西北,海珠区,4500.0,52.0,86.54,1,贝壳租房列表页,2026-05-25T14:58:10.319594
独栋·金地草莓社区 同福西地铁站店 【江景大单间-五月福利-限时特惠-孙逸仙北院-6/8号线地铁】近地铁-地铁口，民水民电 1室1厅,,独栋·金地草莓社区 同福西地铁站店 【江景大单间-五月福利-限时特惠-孙逸仙北院-6/8号线地铁】近地铁-地铁口，民水民电 1室1厅,海珠区,3360.0,35.0,96.0,1,贝壳租房列表页,2026-05-25T14:58:10.320117
GZ2169820942706933760,海珠,整租·广发新村 2室1厅 东/东南,海珠区,3500.0,47.0,74.47,1,贝壳租房列表页,2026-05-25T14:58:10.320635
独栋·与之城市青年之家 天荟江湾 国企高端服务式公寓 江景阳台一房一厅 全屋一线家电 拎包入住 1室1厅,,独栋·与之城市青年之家 天荟江湾 国企高端服务式公寓 江景阳台一房一厅 全屋一线家电 拎包入住 1室1厅,海珠区,7200.0,60.0,120.0,1,贝壳租房列表页,2026-05-25T14:58:10.321163
GZ2169777849580388352,海珠,整租·海意名苑 1室1厅 东,海珠区,2000.0,22.0,90.91,1,贝壳租房列表页,2026-05-25T14:58:10.321678
独栋·与之城市青年之家 天荟江湾 国企高端服务式公寓  一线江景阳台两房两厅两卫 拎包入住 全屋一线家电 2室2厅,,独栋·与之城市青年之家 天荟江湾 国企高端服务式公寓  一线江景阳台两房两厅两卫 拎包入住 全屋一线家电 2室2厅,海珠区,13500.0,120.0,112.5,1,贝壳租房列表页,2026-05-25T14:58:10.322193
GZ2170015688880553984,海珠,整租·保利天悦公寓 1室0厅 南,海珠区,600.0,10.0,60.0,1,贝壳租房列表页,2026-05-25T14:58:10.322707
独栋·窝趣轻社区 新都荟广场店 活动特惠 6个月起租 采光好 押一 可做饭 民水电 东晓南地铁600米 开间,,独栋·窝趣轻社区 新都荟广场店 活动特惠 6个月起租 采光好 押一 可做饭 民水电 东晓南地铁600米 开间,海珠区,1900.0,28.0,67.86,1,贝壳租房列表页,2026-05-25T14:58:10.323293
GZ2170013198927790080,海珠,整租·侨雅苑(海珠区) 2室1厅 南,海珠区,3600.0,55.0,65.45,1,贝壳租房列表页,2026-05-25T14:58:10.323765
独栋·龙湖冠寓 逸景路地铁站店 磨碟沙/琶洲首选  储物空间大 采光好  3个月起租  押1付1 开间,,独栋·龙湖冠寓 逸景路地铁站店 磨碟沙/琶洲首选  储物空间大 采光好  3个月起租  押1付1 开间,海珠区,2800.0,36.0,77.78,1,贝壳租房列表页,2026-05-25T14:58:10.324239
GZ2170022672329605120,海珠,整租·越秀天荟江湾 1室0厅 东,海珠区,1000.0,13.0,76.92,1,贝壳租房列表页,2026-05-25T14:58:36.521846
GZ2170024814364852224,海珠,整租·富力千禧花园 3室2厅 南,海珠区,6500.0,105.0,61.9,1,贝壳租房列表页,2026-05-25T14:58:36.524206
GZ2170015923669303296,海珠,整租·嘉仕花园东区 1室0厅 北,海珠区,2800.0,30.0,93.33,1,贝壳租房列表页,2026-05-25T14:58:36.526021
GZ1999391727001010176,海珠,整租·保利天悦花园 1室0厅 南,海珠区,1000.0,12.0,83.33,1,贝壳租房列表页,2026-05-25T14:58:36.527531
独栋·龙湖冠寓 逸景路地铁站店 通勤磨碟沙地铁有座  单间带衣帽间  押1付1 免中介费  3个月起租 开间,,独栋·龙湖冠寓 逸景路地铁站店 通勤磨碟沙地铁有座  单间带衣帽间  押1付1 免中介费  3个月起租 开间,海珠区,2550.0,30.0,85.0,1,贝壳租房列表页,2026-05-25T14:58:36.528388
GZ1999389638866763776,海珠,整租·保利天悦花园 1室0厅 南,海珠区,1000.0,12.0,83.33,1,贝壳租房列表页,2026-05-25T14:58:36.529183
独栋·龙湖冠寓 逸景路地铁站店 磨碟沙/琶洲精选  落地窗采光好  近地铁  3个月起租 可押1付1 开间,,独栋·龙湖冠寓 逸景路地铁站店 磨碟沙/琶洲精选  落地窗采光好  近地铁  3个月起租 可押1付1 开间,海珠区,2500.0,26.0,96.15,1,贝壳租房列表页,2026-05-25T14:58:36.530010
GZ2001177135724625920,海珠,整租·天海庭 1室0厅 南,海珠区,800.0,13.25,60.38,1,贝壳租房列表页,2026-05-25T14:58:36.530786
独栋·百合社区 江南西1店 江南西附近大单间！可短租 民水电！ 开间,,独栋·百合社区 江南西1店 江南西附近大单间！可短租 民水电！ 开间,海珠区,1550.0,23.0,67.39,1,贝壳租房列表页,2026-05-25T14:58:36.531453
GZ2001974618591592448,海珠,整租·光大花园和榕风景 1室0厅 东,海珠区,1200.0,11.8,101.69,1,贝壳租房列表页,2026-05-25T14:58:36.532078
独栋·爱家公寓 同福西2店 八号线不短租 24小时安保 全景大窗 大阳台一居室 开间,,独栋·爱家公寓 同福西2店 八号线不短租 24小时安保 全景大窗 大阳台一居室 开间,海珠区,2280.0,38.0,60.0,1,贝壳租房列表页,2026-05-25T14:58:36.532704
GZ2002960129493827584,海珠,整租·光大花园水岸榕城 1室0厅 南,海珠区,1100.0,12.0,91.67,1,贝壳租房列表页,2026-05-25T14:58:36.534351
GZ2004049072335355904,海珠,整租·世纪云顶雅苑 1室0厅 东南,海珠区,1300.0,12.0,108.33,1,贝壳租房列表页,2026-05-25T14:58:36.534986
GZ1978394501005180928,海珠,整租·领江壹号 1室0厅 南,海珠区,1200.0,12.0,100.0,1,贝壳租房列表页,2026-05-25T14:58:36.535712
独栋·芝麻物业 凤凰新村10分钟近红十 内阳台，25平，电1，不走巷子 开间,,独栋·芝麻物业 凤凰新村10分钟近红十 内阳台，25平，电1，不走巷子 开间,海珠区,1680.0,25.0,67.2,1,贝壳租房列表页,2026-05-25T14:58:36.536353
GZ1978366843642970112,海珠,整租·珠江帝景华苑 1室0厅 南,海珠区,1400.0,12.0,116.67,1,贝壳租房列表页,2026-05-25T14:58:36.537014
GZ1979834827121098752,海珠,整租·坚真花园 1室0厅 东,海珠区,1200.0,10.0,120.0,1,贝壳租房列表页,2026-05-25T14:58:36.537600
GZ1982078828146589696,海珠,整租·银禧花园 1室0厅 南,海珠区,1700.0,13.0,130.77,1,贝壳租房列表页,2026-05-25T14:58:36.539280
独栋·芝麻物业 鹭江地铁5分钟愉景南苑 鹭江5分钟，电1，大大单间家电一级耗能 开间,,独栋·芝麻物业 鹭江地铁5分钟愉景南苑 鹭江5分钟，电1，大大单间家电一级耗能 开间,海珠区,2500.0,30.0,83.33,1,贝壳租房列表页,2026-05-25T14:58:36.540242
GZ1983519930011615232,海珠,整租·金海湾花园 1室0厅 南,海珠区,2700.0,12.5,216.0,1,贝壳租房列表页,2026-05-25T14:58:36.540866
独栋·保利和寓 花园店 大单间 近地铁小区环境 阳光充足 通风性好 开间,,独栋·保利和寓 花园店 大单间 近地铁小区环境 阳光充足 通风性好 开间,海珠区,2000.0,40.0,50.0,1,贝壳租房列表页,2026-05-25T14:58:36.541492
GZ1982054152154382336,海珠,整租·海逸花园 1室0厅 东,海珠区,1050.0,12.0,87.5,1,贝壳租房列表页,2026-05-25T14:58:36.542090
独栋·与之城市青年之家 奋勇北街店 宝岗大道 精装电梯一房 半年起租 仅需1600 1室1厅,,独栋·与之城市青年之家 奋勇北街店 宝岗大道 精装电梯一房 半年起租 仅需1600 1室1厅,海珠区,1900.0,30.0,63.33,1,贝壳租房列表页,2026-05-25T14:58:36.542681
GZ1983516694470983680,海珠,整租·金海湾花园 1室0厅 东,海珠区,2700.0,12.5,216.0,1,贝壳租房列表页,2026-05-25T14:58:36.543309
独栋·魔方公寓 客村店 阳光大单间 长租特惠 近客村赤岗地铁 开间,,独栋·魔方公寓 客村店 阳光大单间 长租特惠 近客村赤岗地铁 开间,海珠区,2380.0,30.0,79.33,1,贝壳租房列表页,2026-05-25T14:58:36.543944
GZ1984244449965768704,海珠,整租·富力现代广场 1室0厅 东北,海珠区,1100.0,12.0,91.67,1,贝壳租房列表页,2026-05-25T14:58:36.544475
独栋·三十五号公馆 宝岗大道店 8号线宝岗大道 近广医附二 珠江医院 路边电梯独栋 1室1厅,,独栋·三十五号公馆 宝岗大道店 8号线宝岗大道 近广医附二 珠江医院 路边电梯独栋 1室1厅,海珠区,1680.0,30.0,56.0,1,贝壳租房列表页,2026-05-25T14:58:36.545000
GZ2058426906591625216,海珠,整租·中海名都 1室1厅 东南,海珠区,1800.0,13.0,138.46,1,贝壳租房列表页,2026-05-25T14:58:59.332256
独栋·元寓. 海珠湿地公园店 免费停车，有车一族强荐，华快出口100米。长租免租优惠 开间,,独栋·元寓. 海珠湿地公园店 免费停车，有车一族强荐，华快出口100米。长租免租优惠 开间,海珠区,2380.0,25.0,95.2,1,贝壳租房列表页,2026-05-25T14:58:59.332977
GZ2058435428716904448,海珠,整租·江丽苑(海珠区) 0室0厅 南,海珠区,1300.0,17.0,76.47,1,贝壳租房列表页,2026-05-25T14:58:59.333663
独栋·融寓 广州龙潭店 7分钟到磨碟沙 免管理费！近11/12/18号 独居优选，阳台落地窗独卫，拎包入住-A18 开间,,独栋·融寓 广州龙潭店 7分钟到磨碟沙 免管理费！近11/12/18号 独居优选，阳台落地窗独卫，拎包入住-A18 开间,海珠区,1860.0,22.0,84.55,1,贝壳租房列表页,2026-05-25T14:58:59.334293
GZ2058153576852619264,海珠,整租·翠城花园 1室0厅 东南,海珠区,1300.0,11.0,118.18,1,贝壳租房列表页,2026-05-25T14:58:59.334914
独栋·城遇·青年公寓 宝岗大道店 沙园租房必看！  4.5米loft复式  超大落地窗 免费台球室健身房 房东直租 1室1厅,,独栋·城遇·青年公寓 宝岗大道店 沙园租房必看！  4.5米loft复式  超大落地窗 免费台球室健身房 房东直租 1室1厅,海珠区,1700.0,45.0,37.78,1,贝壳租房列表页,2026-05-25T14:58:59.335464
GZ2058779424475578368,海珠,整租·光大花园榕景四季 1室0厅 东北,海珠区,1300.0,12.0,108.33,1,贝壳租房列表页,2026-05-25T14:58:59.336063
独栋·心中小城 赤沙地铁站店 【舒适安全】精装电梯地铁上盖，不走巷子 开间,,独栋·心中小城 赤沙地铁站店 【舒适安全】精装电梯地铁上盖，不走巷子 开间,海珠区,1950.0,35.0,55.71,1,贝壳租房列表页,2026-05-25T14:58:59.336569
GZ2067547222504898560,海珠,整租·保利天悦公寓 1室0厅 南,海珠区,800.0,12.0,66.67,1,贝壳租房列表页,2026-05-25T14:58:59.338338
独栋·越秀星邻 南洲店 【城市精英首选】都市生活新选择，设施齐全，租期自由！ 开间,,独栋·越秀星邻 南洲店 【城市精英首选】都市生活新选择，设施齐全，租期自由！ 开间,海珠区,2210.0,30.0,73.67,1,贝壳租房列表页,2026-05-25T14:58:59.339392
GZ2071111614811078656,海珠,整租·翠城花园 1室2厅 东,海珠区,1250.0,12.0,104.17,1,贝壳租房列表页,2026-05-25T14:58:59.340019
独栋·泊寓 海珠湾艺术社区 【到店立减200元】近广州之窗 江景落地窗 带空中花园 拎包入住 1室1厅,,独栋·泊寓 海珠湾艺术社区 【到店立减200元】近广州之窗 江景落地窗 带空中花园 拎包入住 1室1厅,海珠区,2205.0,27.75,79.46,1,贝壳租房列表页,2026-05-25T14:58:59.340587
GZ2071518851190751232,海珠,整租·光大花园水岸榕城 1室0厅 东,海珠区,1000.0,12.0,83.33,1,贝壳租房列表页,2026-05-25T14:58:59.341126
独栋·粤来租 客村 客村地铁口500米 民水电 电梯复式大单间 路边房！拎包入住 1室1厅,,独栋·粤来租 客村 客村地铁口500米 民水电 电梯复式大单间 路边房！拎包入住 1室1厅,海珠区,2300.0,35.0,65.71,1,贝壳租房列表页,2026-05-25T14:58:59.341619
GZ2071936238247477248,海珠,整租·保利天悦花园 1室0厅 南,海珠区,700.0,15.0,46.67,1,贝壳租房列表页,2026-05-25T14:58:59.342091
GZ2072592867569696768,海珠,整租·银禧花园 1室0厅 东,海珠区,1500.0,15.0,100.0,1,贝壳租房列表页,2026-05-25T14:58:59.342587
GZ2063934671460237312,海珠,整租·可逸豪苑 1室0厅 东,海珠区,1200.0,12.0,100.0,1,贝壳租房列表页,2026-05-25T14:58:59.343147
独栋·松得寓 宝岗店 可短租，可押一电梯房！洗手间干湿分离，独立阳台房，朝南阳光充足！ 开间,,独栋·松得寓 宝岗店 可短租，可押一电梯房！洗手间干湿分离，独立阳台房，朝南阳光充足！ 开间,海珠区,1700.0,26.0,65.38,1,贝壳租房列表页,2026-05-25T14:58:59.343620
GZ2064320163112550400,海珠,整租·佳信花园 1室0厅 东,海珠区,1000.0,11.1,90.09,1,贝壳租房列表页,2026-05-25T14:58:59.344111
GZ2064615621101879296,海珠,整租·江南苑 1室0厅 东南,海珠区,1300.0,12.5,104.0,1,贝壳租房列表页,2026-05-25T14:58:59.344640
GZ2064600280443387904,海珠,整租·联星文化星城 1室0厅 南,海珠区,1200.0,12.0,100.0,1,贝壳租房列表页,2026-05-25T14:58:59.345122
独栋·与之城市青年之家 南华西路店 8号线同福西江边，热心房东阳台隔断一房一厅，生圈成熟拎包入住 1室1厅,,独栋·与之城市青年之家 南华西路店 8号线同福西江边，热心房东阳台隔断一房一厅，生圈成熟拎包入住 1室1厅,海珠区,2400.0,35.0,68.57,1,贝壳租房列表页,2026-05-25T14:58:59.345601
GZ2064968029690658816,海珠,整租·翠城花园 1室0厅 东,海珠区,1300.0,12.0,108.33,1,贝壳租房列表页,2026-05-25T14:58:59.346091
独栋·拼图家园 拼图·寓（赤沙地铁站店） 地铁100米 公寓精装大一房一厅 押一付一 民水民电 1室1厅,,独栋·拼图家园 拼图·寓（赤沙地铁站店） 地铁100米 公寓精装大一房一厅 押一付一 民水民电 1室1厅,海珠区,3060.0,45.0,68.0,1,贝壳租房列表页,2026-05-25T14:58:59.346592
GZ2065070794177773568,海珠,整租·翠城花园 1室0厅 南,海珠区,1400.0,12.5,112.0,1,贝壳租房列表页,2026-05-25T14:58:59.347091
独栋·心中小城 赤沙店 【半年起租】赤沙地铁站精简暖心大单间 开间,,独栋·心中小城 赤沙店 【半年起租】赤沙地铁站精简暖心大单间 开间,海珠区,1550.0,26.0,59.62,1,贝壳租房列表页,2026-05-25T14:58:59.347626
GZ2065074522452656128,海珠,整租·翠城花园 1室0厅 北,海珠区,1400.0,12.5,112.0,1,贝壳租房列表页,2026-05-25T14:58:59.348090
独栋·融寓 广州龙潭店 7分钟到磨碟沙 免管理费！庭院大落地窗 近磨碟沙 安全无坑A21 开间,,独栋·融寓 广州龙潭店 7分钟到磨碟沙 免管理费！庭院大落地窗 近磨碟沙 安全无坑A21 开间,海珠区,2060.0,29.0,71.03,1,贝壳租房列表页,2026-05-25T14:58:59.348535
GZ2064957643188862976,海珠,整租·保利花园 1室0厅 东/东南,海珠区,1100.0,11.5,95.65,1,贝壳租房列表页,2026-05-25T14:58:59.349029
独栋·城遇·青年公寓 燕岗店 【精装电梯公寓】下楼直达地铁  直租无中介费丨采光通透丨全景实拍丨配置全屋品牌家具家电可随时入住 ！ 1室1厅,,独栋·城遇·青年公寓 燕岗店 【精装电梯公寓】下楼直达地铁  直租无中介费丨采光通透丨全景实拍丨配置全屋品牌家具家电可随时入住 ！ 1室1厅,海珠区,1800.0,30.0,60.0,1,贝壳租房列表页,2026-05-25T14:58:59.349546
GZ2048704892737945600,海珠,整租·富力现代广场 1室0厅 南,海珠区,1150.0,12.0,95.83,1,贝壳租房列表页,2026-05-25T14:59:20.695268
GZ2057385132674777088,海珠,整租·联星文化星城 1室0厅 南,海珠区,1000.0,10.0,100.0,1,贝壳租房列表页,2026-05-25T14:59:20.697089
独栋·保利和寓 万胜围店 【每月减100】商超地铁上盖精装三房合租可用燃气民用水电 3室1厅,,独栋·保利和寓 万胜围店 【每月减100】商超地铁上盖精装三房合租可用燃气民用水电 3室1厅,海珠区,1600.0,89.0,17.98,1,贝壳租房列表页,2026-05-25T14:59:20.703606
GZ2054227148859768832,海珠,整租·珠江帝景苑 1室0厅 南,海珠区,1350.0,12.5,108.0,1,贝壳租房列表页,2026-05-25T14:59:20.704183
独栋·与之城市青年之家 富基广场店 市二宫富基广场阳台大一房一厅 1室1厅,,独栋·与之城市青年之家 富基广场店 市二宫富基广场阳台大一房一厅 1室1厅,海珠区,3000.0,50.0,60.0,1,贝壳租房列表页,2026-05-25T14:59:20.704785
GZ2054543463218675712,海珠,整租·保利百合花园 1室0厅 南,海珠区,1100.0,13.0,84.62,1,贝壳租房列表页,2026-05-25T14:59:20.705494
GZ2054885498089897984,海珠,整租·金乐大厦 1室0厅 东南,海珠区,1200.0,13.91,86.27,1,贝壳租房列表页,2026-05-25T14:59:20.706061
GZ2055214623921012736,海珠,整租·银禧花园 1室0厅 东,海珠区,1600.0,12.0,133.33,1,贝壳租房列表页,2026-05-25T14:59:20.706609
独栋·风樯公寓 南园西店 江南西地铁小复式单间（暗房无窗）和有窗 开间,,独栋·风樯公寓 南园西店 江南西地铁小复式单间（暗房无窗）和有窗 开间,海珠区,700.0,19.0,36.84,1,贝壳租房列表页,2026-05-25T14:59:20.707156
GZ2055546391232512000,海珠,整租·华标品峰台 1室0厅 东,海珠区,1100.0,11.0,100.0,1,贝壳租房列表页,2026-05-25T14:59:20.707696
GZ2062401213097312256,海珠,整租·光大花园榕岸 0室0厅 南,海珠区,1300.0,15.0,86.67,1,贝壳租房列表页,2026-05-25T14:59:20.708237
GZ2062849369551405056,海珠,整租·富力金禧花园 1室0厅 南,海珠区,1200.0,12.0,100.0,1,贝壳租房列表页,2026-05-25T14:59:20.708776
独栋·魔方公寓 业主直租店 中介勿扰 近客村 赤岗站 精致舒适一居室 开间,,独栋·魔方公寓 业主直租店 中介勿扰 近客村 赤岗站 精致舒适一居室 开间,海珠区,1900.0,30.0,63.33,1,贝壳租房列表页,2026-05-25T14:59:20.709317
GZ2063239583599951872,海珠,整租·金雅苑 1室0厅 东,海珠区,1350.0,12.0,112.5,1,贝壳租房列表页,2026-05-25T14:59:20.709820
独栋·碧家国际社区 赤岗店 赤岗8号线近磨碟沙琶洲 可短租 近省二医院 无遮挡单间 开间,,独栋·碧家国际社区 赤岗店 赤岗8号线近磨碟沙琶洲 可短租 近省二医院 无遮挡单间 开间,海珠区,1800.0,28.0,64.29,1,贝壳租房列表页,2026-05-25T14:59:20.710318
GZ2063496247636918272,海珠,整租·晓港湾 1室0厅 东,海珠区,800.0,10.0,80.0,1,贝壳租房列表页,2026-05-25T14:59:20.710922
独栋·云居公寓 昌岗地铁店 昌岗地铁口10米，精装阳台一房一厅无遮挡，家电齐全拎包入住 1室1厅,,独栋·云居公寓 昌岗地铁店 昌岗地铁口10米，精装阳台一房一厅无遮挡，家电齐全拎包入住 1室1厅,海珠区,2980.0,50.0,59.6,1,贝壳租房列表页,2026-05-25T14:59:20.711459
GZ2063245332241711104,海珠,整租·保利百合花园 1室0厅 南/北,海珠区,1000.0,12.0,83.33,1,贝壳租房列表页,2026-05-25T14:59:20.711974
独栋·与之城市青年之家 同福西店 同福西地铁300米，精装隔断一房一厅，近太古仓十三行无遮挡 1室1厅,,独栋·与之城市青年之家 同福西店 同福西地铁300米，精装隔断一房一厅，近太古仓十三行无遮挡 1室1厅,海珠区,2500.0,40.0,62.5,1,贝壳租房列表页,2026-05-25T14:59:20.712479
独栋·云居公寓 昌岗中路店 近中大广医二院地铁直达磨碟沙万胜围昌岗江泰路地铁200米 1室1厅,,独栋·云居公寓 昌岗中路店 近中大广医二院地铁直达磨碟沙万胜围昌岗江泰路地铁200米 1室1厅,海珠区,2880.0,45.0,64.0,1,贝壳租房列表页,2026-05-25T14:59:20.713466
GZ2007759341922287616,海珠,整租·翠城花园 1室0厅 东南/南,海珠区,1400.0,13.0,107.69,1,贝壳租房列表页,2026-05-25T14:59:40.751765
独栋·悦City青年公寓 磨碟沙社区公寓 直租无中介 独门独户 独立阳台 独卫 拎包入住 开间,,独栋·悦City青年公寓 磨碟沙社区公寓 直租无中介 独门独户 独立阳台 独卫 拎包入住 开间,海珠区,999.0,35.0,28.54,1,贝壳租房列表页,2026-05-25T14:59:40.752776
GZ2008122798068727808,海珠,整租·新城国际 1室0厅 南,海珠区,1000.0,13.0,76.92,1,贝壳租房列表页,2026-05-25T14:59:40.754074
独栋·悦City青年公寓 北山店 特惠首选直租房 拎包入住 送独立网络  民水电 开间,,独栋·悦City青年公寓 北山店 特惠首选直租房 拎包入住 送独立网络  民水电 开间,海珠区,700.0,18.0,38.89,1,贝壳租房列表页,2026-05-25T14:59:40.754929
GZ2008128167377633280,海珠,整租·保利百合花园 1室0厅 东南,海珠区,1200.0,12.5,96.0,1,贝壳租房列表页,2026-05-25T14:59:40.756067
GZ2119838433626030080,海珠,合租·合生颐景华苑 4居室 东北卧,海珠区,1953.0,16.5,118.36,1,贝壳租房列表页,2026-05-25T14:59:40.756807
GZ2009215396321689600,海珠,整租·华标品峰台 1室1厅 南,海珠区,1200.0,8.0,150.0,1,贝壳租房列表页,2026-05-25T14:59:40.757577
GZ2137847680133496832,海珠,合租·森语星园 3居室 东卧,海珠区,1039.0,7.0,148.43,1,贝壳租房列表页,2026-05-25T14:59:40.758492
GZ2013201653234139136,海珠,整租·金融街融御 1室0厅 东南/南,海珠区,750.0,13.0,57.69,1,贝壳租房列表页,2026-05-25T14:59:40.759060
GZ2013938505436102656,海珠,整租·力迅时光里 1室0厅 东,海珠区,1200.0,12.0,100.0,1,贝壳租房列表页,2026-05-25T14:59:40.759599
GZ2006667330704113664,海珠,整租·坚真花园 1室0厅 东,海珠区,1000.0,13.0,76.92,1,贝壳租房列表页,2026-05-25T14:59:40.760108
GZ2010586177563787264,海珠,整租·珠江帝景苑 1室0厅 南/北,海珠区,1300.0,12.0,108.33,1,贝壳租房列表页,2026-05-25T14:59:40.760608
GZ2138607274799661056,海珠,整租·南北广场 1室0厅 南,海珠区,1200.0,13.0,92.31,1,贝壳租房列表页,2026-05-25T14:59:40.761164
GZ2138665135332392960,海珠,整租·珠江帝景苑合生紫龙府 1室0厅 南,海珠区,1200.0,12.0,100.0,1,贝壳租房列表页,2026-05-25T14:59:40.761674
GZ2138853538644623360,海珠,整租·第三金碧花园 1室0厅 南,海珠区,1500.0,13.0,115.38,1,贝壳租房列表页,2026-05-25T14:59:40.762246
GZ2099335856929112064,海珠,整租·保利天悦公寓 1室0厅 南,海珠区,1000.0,13.0,76.92,1,贝壳租房列表页,2026-05-25T14:59:40.762753
GZ2099488395335041024,海珠,整租·愉景南苑 1室0厅 南,海珠区,1450.0,12.0,120.83,1,贝壳租房列表页,2026-05-25T14:59:40.763562
GZ2099498998816571392,海珠,整租·保利花园 1室0厅 北,海珠区,1100.0,12.0,91.67,1,贝壳租房列表页,2026-05-25T14:59:40.764187
GZ2100180747708006400,海珠,整租·叠彩园 1室0厅 北,海珠区,1200.0,12.0,100.0,1,贝壳租房列表页,2026-05-25T14:59:40.764858
GZ2100435152910942208,海珠,整租·信达阳光海岸 1室0厅 东,海珠区,1600.0,15.0,106.67,1,贝壳租房列表页,2026-05-25T14:59:40.765388
GZ2131985566525292544,海珠,整租·海富花园 1室0厅 南,海珠区,1000.0,10.0,100.0,1,贝壳租房列表页,2026-05-25T14:59:40.765931
GZ2132022725781225472,海珠,整租·保利天悦公寓 1室0厅 南,海珠区,800.0,12.0,66.67,1,贝壳租房列表页,2026-05-25T14:59:40.766408
