community_id,name,house_title,district,monthly_rent,area,monthly_rent_per_sqm,listing_count,source,scraped_at
独栋·与之城市青年之家 天荟江湾 国企高端服务式公寓  一线江景阳台两房两厅两卫 拎包入住 全屋一线家电 2室2厅,,独栋·与之城市青年之家 天荟江湾 国企高端服务式公寓  一线江景阳台两房两厅两卫 拎包入住 全屋一线家电 2室2厅,海珠区,13500.0,120.0,112.5,1,贝壳租房列表页,2026-05-25T14:04:08.104943
GZ2055496926840750080,海珠,整租·保利花园 3室2厅 东南,海珠区,6000.0,140.0,42.86,1,贝壳租房列表页,2026-05-25T14:04:08.105435
独栋·窝趣轻社区 新都荟广场店 活动特惠 6个月起租 采光好 押一 可做饭 民水电 东晓南地铁600米 开间,,独栋·窝趣轻社区 新都荟广场店 活动特惠 6个月起租 采光好 押一 可做饭 民水电 东晓南地铁600米 开间,海珠区,1900.0,28.0,67.86,1,贝壳租房列表页,2026-05-25T14:04:08.105921
GZ2148002258577522688,海珠,整租·翠城花园 1室0厅 东南,海珠区,1500.0,12.0,125.0,1,贝壳租房列表页,2026-05-25T14:04:31.089764
独栋·金地草莓社区 同福西地铁站店 【江景一房一厅-5月限时特惠-双地铁】同福西 文化公园地铁口 押一付一 1室1厅,,独栋·金地草莓社区 同福西地铁站店 【江景一房一厅-5月限时特惠-双地铁】同福西 文化公园地铁口 押一付一 1室1厅,海珠区,3880.0,55.0,70.55,1,贝壳租房列表页,2026-05-25T14:04:31.090595
GZ2148001405560946688,海珠,整租·保利百合花园 1室0厅 南,海珠区,1200.0,12.0,100.0,1,贝壳租房列表页,2026-05-25T14:04:31.091313
独栋·金地草莓社区 同福西地铁站店 【江景一房一厅-5月特惠】地铁300M孙逸仙北院同福西 文化公园地铁口押一付一 1室1厅,,独栋·金地草莓社区 同福西地铁站店 【江景一房一厅-5月特惠】地铁300M孙逸仙北院同福西 文化公园地铁口押一付一 1室1厅,海珠区,3880.0,55.0,70.55,1,贝壳租房列表页,2026-05-25T14:04:31.091966
GZ2147988484307025920,海珠,整租·荔福路 1室4厅 北,海珠区,7000.0,78.0,89.74,1,贝壳租房列表页,2026-05-25T14:04:31.092699
独栋·龙湖冠寓 逸景路地铁站店 磨碟沙/琶洲首选  储物空间大 采光好  3个月起租  押1付1 开间,,独栋·龙湖冠寓 逸景路地铁站店 磨碟沙/琶洲首选  储物空间大 采光好  3个月起租  押1付1 开间,海珠区,2800.0,36.0,77.78,1,贝壳租房列表页,2026-05-25T14:04:31.093422
GZ2147998704898932736,海珠,整租·保利红棉花园 2室1厅 北,海珠区,3300.0,60.0,55.0,1,贝壳租房列表页,2026-05-25T14:04:31.094208
独栋·龙湖冠寓 逸景路地铁站店 通勤磨碟沙地铁有座  单间带衣帽间  押1付1 免中介费  3个月起租 开间,,独栋·龙湖冠寓 逸景路地铁站店 通勤磨碟沙地铁有座  单间带衣帽间  押1付1 免中介费  3个月起租 开间,海珠区,2550.0,30.0,85.0,1,贝壳租房列表页,2026-05-25T14:04:31.094882
GZ2148000425570205696,海珠,整租·怡安花园 2室1厅 东南,海珠区,2800.0,62.0,45.16,1,贝壳租房列表页,2026-05-25T14:04:31.095509
独栋·百合社区 江南西1店 江南西附近大单间！可短租 民水电！ 开间,,独栋·百合社区 江南西1店 江南西附近大单间！可短租 民水电！ 开间,海珠区,1550.0,23.0,67.39,1,贝壳租房列表页,2026-05-25T14:04:31.096612
GZ2147981516976685056,海珠,整租·东晓路 2室1厅 南,海珠区,950.0,40.0,23.75,1,贝壳租房列表页,2026-05-25T14:04:31.097224
独栋·爱家公寓 同福西2店 八号线不短租 24小时安保 全景大窗 大阳台一居室 开间,,独栋·爱家公寓 同福西2店 八号线不短租 24小时安保 全景大窗 大阳台一居室 开间,海珠区,2280.0,38.0,60.0,1,贝壳租房列表页,2026-05-25T14:04:31.097786
GZ2147985154709127168,海珠,整租·赤岗二街1号大院 3室1厅 东/南,海珠区,3500.0,70.0,50.0,1,贝壳租房列表页,2026-05-25T14:04:31.098346
独栋·芝麻物业 凤凰新村10分钟近红十 内阳台，25平，电1，不走巷子 开间,,独栋·芝麻物业 凤凰新村10分钟近红十 内阳台，25平，电1，不走巷子 开间,海珠区,1680.0,25.0,67.2,1,贝壳租房列表页,2026-05-25T14:04:31.098915
GZ2148007353604112384,海珠,整租·翠城花园 1室0厅 东南,海珠区,1500.0,12.0,125.0,1,贝壳租房列表页,2026-05-25T14:04:31.099470
GZ2148015559034273792,海珠,整租·同福中路 1室0厅 东南,海珠区,1800.0,25.0,72.0,1,贝壳租房列表页,2026-05-25T14:04:31.100005
GZ2148009319461814272,海珠,整租·朗晴居一期 2室2厅 东/北,海珠区,4900.0,82.0,59.76,1,贝壳租房列表页,2026-05-25T14:04:31.100607
独栋·芝麻物业 鹭江地铁5分钟愉景南苑 鹭江5分钟，电1，大大单间家电一级耗能 开间,,独栋·芝麻物业 鹭江地铁5分钟愉景南苑 鹭江5分钟，电1，大大单间家电一级耗能 开间,海珠区,2500.0,30.0,83.33,1,贝壳租房列表页,2026-05-25T14:04:31.101156
GZ2148005763304390656,海珠,整租·珠江帝景苑 3室2厅 北,海珠区,7500.0,127.0,59.06,1,贝壳租房列表页,2026-05-25T14:04:31.101838
GZ2148015680312573952,海珠,整租·赤岗西路6-14号 2室1厅 东,海珠区,2800.0,50.0,56.0,1,贝壳租房列表页,2026-05-25T14:04:31.102420
GZ2148014810325843968,海珠,整租·信和广场 5室0厅 西南,海珠区,7800.0,136.0,57.35,1,贝壳租房列表页,2026-05-25T14:04:31.102943
独栋·保利和寓 花园店 大单间 近地铁小区环境 阳光充足 通风性好 开间,,独栋·保利和寓 花园店 大单间 近地铁小区环境 阳光充足 通风性好 开间,海珠区,2000.0,40.0,50.0,1,贝壳租房列表页,2026-05-25T14:04:31.103479
GZ2148023226591084544,海珠,整租·珠江广场 1室0厅 东,海珠区,2080.0,30.0,69.33,1,贝壳租房列表页,2026-05-25T14:04:31.104039
独栋·安景寓 广州南箕路店 近科创8号园  1918，燕岗创意园   11号线棣园地铁直达沥滘 南洲  磨碟 阳光单间 民用水电 开间,,独栋·安景寓 广州南箕路店 近科创8号园  1918，燕岗创意园   11号线棣园地铁直达沥滘 南洲  磨碟 阳光单间 民用水电 开间,海珠区,2200.0,30.0,73.33,1,贝壳租房列表页,2026-05-25T14:04:31.104572
GZ2148045773885931520,海珠,整租·聚龙花园 1室0厅 南,海珠区,2000.0,32.0,62.5,1,贝壳租房列表页,2026-05-25T14:04:31.105079
独栋·魔方公寓 客村店 阳光大单间 长租特惠 近客村赤岗地铁 开间,,独栋·魔方公寓 客村店 阳光大单间 长租特惠 近客村赤岗地铁 开间,海珠区,2380.0,30.0,79.33,1,贝壳租房列表页,2026-05-25T14:04:31.105578
GZ2148030948929699840,海珠,整租·保利天悦花园 4室2厅 西,海珠区,35000.0,288.0,121.53,1,贝壳租房列表页,2026-05-25T14:04:31.106207
独栋·三十五号公馆 宝岗大道店 8号线宝岗大道 近广医附二 珠江医院 路边电梯独栋 1室1厅,,独栋·三十五号公馆 宝岗大道店 8号线宝岗大道 近广医附二 珠江医院 路边电梯独栋 1室1厅,海珠区,1680.0,30.0,56.0,1,贝壳租房列表页,2026-05-25T14:04:31.106712
GZ2148031422667948032,海珠,整租·绿地越秀海玥 3室0厅 东北,海珠区,2800.0,52.0,53.85,1,贝壳租房列表页,2026-05-25T14:04:31.107242
独栋·微社区 赤岗店 全新精装小复式LOFT 1室1厅,,独栋·微社区 赤岗店 全新精装小复式LOFT 1室1厅,海珠区,1100.0,15.0,73.33,1,贝壳租房列表页,2026-05-25T14:04:31.107738
GZ2057054471434797056,海珠,整租·华怡花园 3室2厅 南/北,海珠区,3800.0,97.0,39.18,1,贝壳租房列表页,2026-05-25T14:04:52.423752
GZ2057301738418864128,海珠,整租·侨宏大厦 1室0厅 东,海珠区,2900.0,30.0,96.67,1,贝壳租房列表页,2026-05-25T14:04:52.425255
独栋·元寓. 海珠湿地公园店 新店特惠.免费停车，免费健身房，长租可免网络费 1室1厅,,独栋·元寓. 海珠湿地公园店 新店特惠.免费停车，免费健身房，长租可免网络费 1室1厅,海珠区,2980.0,35.0,85.14,1,贝壳租房列表页,2026-05-25T14:04:52.425834
GZ2057393087382028288,海珠,整租·珠江新岸公寓 1室1厅 东南,海珠区,4000.0,47.0,85.11,1,贝壳租房列表页,2026-05-25T14:04:52.426361
独栋·窝趣轻社区 广州之窗店 押一付一 0中介 复式一房一厅 干湿分离 24小时安保管家 开间,,独栋·窝趣轻社区 广州之窗店 押一付一 0中介 复式一房一厅 干湿分离 24小时安保管家 开间,海珠区,1400.0,15.0,93.33,1,贝壳租房列表页,2026-05-25T14:04:52.426998
GZ2057385132674777088,海珠,整租·联星文化星城 1室0厅 南,海珠区,1000.0,10.0,100.0,1,贝壳租房列表页,2026-05-25T14:04:52.427610
独栋·元寓. 海珠湿地公园店 大阳台，新店优惠免停车，免管理费，免网络 1室1厅,,独栋·元寓. 海珠湿地公园店 大阳台，新店优惠免停车，免管理费，免网络 1室1厅,海珠区,2380.0,26.0,91.54,1,贝壳租房列表页,2026-05-25T14:04:52.428155
GZ2057415650829139968,海珠,整租·金满楼(海珠区) 2室1厅 南,海珠区,2880.0,80.0,36.0,1,贝壳租房列表页,2026-05-25T14:04:52.428701
独栋·融寓 广州龙潭店 7分钟到磨碟沙 免管理费！近11/12/18号 独居优选，阳台落地窗独卫，拎包入住-A18 开间,,独栋·融寓 广州龙潭店 7分钟到磨碟沙 免管理费！近11/12/18号 独居优选，阳台落地窗独卫，拎包入住-A18 开间,海珠区,1860.0,22.0,84.55,1,贝壳租房列表页,2026-05-25T14:04:52.429551
GZ2057686038888841216,海珠,整租·大江苑夏沙巷 3室1厅 南,海珠区,3600.0,76.0,47.37,1,贝壳租房列表页,2026-05-25T14:04:52.430140
独栋·城遇·青年公寓 宝岗大道店 沙园租房必看！  4.5米loft复式  超大落地窗 免费台球室健身房 房东直租 1室1厅,,独栋·城遇·青年公寓 宝岗大道店 沙园租房必看！  4.5米loft复式  超大落地窗 免费台球室健身房 房东直租 1室1厅,海珠区,1700.0,45.0,37.78,1,贝壳租房列表页,2026-05-25T14:04:52.430663
GZ2057726672903340032,海珠,整租·下渡路23号大院 1室0厅 南,海珠区,1700.0,38.52,44.13,1,贝壳租房列表页,2026-05-25T14:04:52.431165
独栋·心中小城 赤沙地铁站店 【舒适安全】精装电梯地铁上盖，不走巷子 开间,,独栋·心中小城 赤沙地铁站店 【舒适安全】精装电梯地铁上盖，不走巷子 开间,海珠区,1950.0,35.0,55.71,1,贝壳租房列表页,2026-05-25T14:04:52.431670
GZ2057724216765054976,海珠,整租·兰亭颖园 3室2厅 东,海珠区,6000.0,100.0,60.0,1,贝壳租房列表页,2026-05-25T14:04:52.432147
GZ2057782448279781376,海珠,整租·南华东路 2室1厅 南,海珠区,2700.0,65.0,41.54,1,贝壳租房列表页,2026-05-25T14:04:52.432711
GZ2057780721208000512,海珠,整租·南田路 1室0厅 东南,海珠区,40000.0,550.0,72.73,1,贝壳租房列表页,2026-05-25T14:04:52.433315
独栋·越秀星邻 南洲店 【城市精英首选】都市生活新选择，设施齐全，租期自由！ 开间,,独栋·越秀星邻 南洲店 【城市精英首选】都市生活新选择，设施齐全，租期自由！ 开间,海珠区,2210.0,30.0,73.67,1,贝壳租房列表页,2026-05-25T14:04:52.433790
GZ2058129031571701760,海珠,整租·滨江中路 3室2厅 北,海珠区,6000.0,80.74,74.31,1,贝壳租房列表页,2026-05-25T14:04:52.434259
GZ2058118503147241472,海珠,整租·江景苑 3室1厅 南,海珠区,4600.0,70.69,65.07,1,贝壳租房列表页,2026-05-25T14:04:52.434725
GZ2057868949810315264,海珠,整租·中海名都 3室1厅 北,海珠区,4300.0,88.0,48.86,1,贝壳租房列表页,2026-05-25T14:04:52.435196
独栋·泊寓 海珠湾艺术社区 【到店立减200元】近广州之窗 江景落地窗 带空中花园 拎包入住 1室1厅,,独栋·泊寓 海珠湾艺术社区 【到店立减200元】近广州之窗 江景落地窗 带空中花园 拎包入住 1室1厅,海珠区,2205.0,27.75,79.46,1,贝壳租房列表页,2026-05-25T14:04:52.435677
GZ2058426906591625216,海珠,整租·中海名都 1室1厅 东南,海珠区,1800.0,13.0,138.46,1,贝壳租房列表页,2026-05-25T14:04:52.436138
独栋·粤来租 客村 客村地铁口500米 民水电 电梯复式大单间 路边房！拎包入住 1室1厅,,独栋·粤来租 客村 客村地铁口500米 民水电 电梯复式大单间 路边房！拎包入住 1室1厅,海珠区,2300.0,35.0,65.71,1,贝壳租房列表页,2026-05-25T14:04:52.436668
GZ2058435428716904448,海珠,整租·江丽苑(海珠区) 0室0厅 南,海珠区,1300.0,17.0,76.47,1,贝壳租房列表页,2026-05-25T14:04:52.437205
独栋·松得寓 宝岗店 可短租，可押一电梯房！洗手间干湿分离，独立阳台房，朝南阳光充足！ 开间,,独栋·松得寓 宝岗店 可短租，可押一电梯房！洗手间干湿分离，独立阳台房，朝南阳光充足！ 开间,海珠区,1700.0,26.0,65.38,1,贝壳租房列表页,2026-05-25T14:04:52.437769
GZ2058507726983528448,海珠,整租·海天大厦 2室1厅 东南,海珠区,3600.0,75.0,48.0,1,贝壳租房列表页,2026-05-25T14:04:52.438229
独栋·与之城市青年之家 南华西路店 8号线同福西江边，热心房东阳台隔断一房一厅，生圈成熟拎包入住 1室1厅,,独栋·与之城市青年之家 南华西路店 8号线同福西江边，热心房东阳台隔断一房一厅，生圈成熟拎包入住 1室1厅,海珠区,2400.0,35.0,68.57,1,贝壳租房列表页,2026-05-25T14:04:52.438663
GZ2058153576852619264,海珠,整租·翠城花园 1室0厅 东南,海珠区,1300.0,11.0,118.18,1,贝壳租房列表页,2026-05-25T14:04:52.439104
独栋·拼图家园 拼图·寓（赤沙地铁站店） 地铁100米 公寓精装大一房一厅 押一付一 民水民电 1室1厅,,独栋·拼图家园 拼图·寓（赤沙地铁站店） 地铁100米 公寓精装大一房一厅 押一付一 民水民电 1室1厅,海珠区,3060.0,45.0,68.0,1,贝壳租房列表页,2026-05-25T14:04:52.439532
GZ2144742420003160064,海珠,整租·新港中路326号大院 1室1厅 南,海珠区,1800.0,35.0,51.43,1,贝壳租房列表页,2026-05-25T14:05:12.850729
独栋·融寓 广州龙潭店 7分钟到磨碟沙 免管理费！庭院大落地窗 近磨碟沙 安全无坑A21 开间,,独栋·融寓 广州龙潭店 7分钟到磨碟沙 免管理费！庭院大落地窗 近磨碟沙 安全无坑A21 开间,海珠区,2060.0,29.0,71.03,1,贝壳租房列表页,2026-05-25T14:05:12.851498
GZ2144749225315926016,海珠,整租·中顺领御公馆 1室0厅 东,海珠区,1200.0,11.0,109.09,1,贝壳租房列表页,2026-05-25T14:05:12.852129
独栋·城遇·青年公寓 燕岗店 【精装电梯公寓】下楼直达地铁  直租无中介费丨采光通透丨全景实拍丨配置全屋品牌家具家电可随时入住 ！ 1室1厅,,独栋·城遇·青年公寓 燕岗店 【精装电梯公寓】下楼直达地铁  直租无中介费丨采光通透丨全景实拍丨配置全屋品牌家具家电可随时入住 ！ 1室1厅,海珠区,1800.0,30.0,60.0,1,贝壳租房列表页,2026-05-25T14:05:12.852770
GZ2144754113101955072,海珠,整租·基立新村 2室1厅 东南,海珠区,2300.0,50.0,46.0,1,贝壳租房列表页,2026-05-25T14:05:12.853284
独栋·保利和寓 万胜围店 【每月减100】商超地铁上盖精装三房合租可用燃气民用水电 3室1厅,,独栋·保利和寓 万胜围店 【每月减100】商超地铁上盖精装三房合租可用燃气民用水电 3室1厅,海珠区,1600.0,89.0,17.98,1,贝壳租房列表页,2026-05-25T14:05:12.853983
GZ2144768214658187264,海珠,整租·南华东路 2室1厅 西,海珠区,2500.0,61.0,40.98,1,贝壳租房列表页,2026-05-25T14:05:12.854484
独栋·风樯公寓 南园西店 江南西地铁小复式单间（暗房无窗）和有窗 开间,,独栋·风樯公寓 南园西店 江南西地铁小复式单间（暗房无窗）和有窗 开间,海珠区,700.0,19.0,36.84,1,贝壳租房列表页,2026-05-25T14:05:12.855026
GZ2144773038531411968,海珠,整租·珠江帝景苑 4室2厅 南,海珠区,38000.0,300.0,126.67,1,贝壳租房列表页,2026-05-25T14:05:12.855606
独栋·魔方公寓 业主直租店 中介勿扰 近客村 赤岗站 精致舒适一居室 开间,,独栋·魔方公寓 业主直租店 中介勿扰 近客村 赤岗站 精致舒适一居室 开间,海珠区,1900.0,30.0,63.33,1,贝壳租房列表页,2026-05-25T14:05:12.856091
GZ2144764052214120448,海珠,整租·怡安花园 1室1厅 南,海珠区,2600.0,47.86,54.33,1,贝壳租房列表页,2026-05-25T14:05:12.856616
独栋·碧家国际社区 赤岗店 赤岗8号线近磨碟沙琶洲 可短租 近省二医院 无遮挡单间 开间,,独栋·碧家国际社区 赤岗店 赤岗8号线近磨碟沙琶洲 可短租 近省二医院 无遮挡单间 开间,海珠区,1800.0,28.0,64.29,1,贝壳租房列表页,2026-05-25T14:05:12.857137
GZ2144757942069493760,海珠,整租·珠江新岸公寓 1室0厅 东,海珠区,4200.0,48.0,87.5,1,贝壳租房列表页,2026-05-25T14:05:12.857615
独栋·云居公寓 昌岗地铁店 昌岗地铁口10米，精装阳台一房一厅无遮挡，家电齐全拎包入住 1室1厅,,独栋·云居公寓 昌岗地铁店 昌岗地铁口10米，精装阳台一房一厅无遮挡，家电齐全拎包入住 1室1厅,海珠区,2980.0,50.0,59.6,1,贝壳租房列表页,2026-05-25T14:05:12.858190
GZ2144773929107980288,海珠,整租·江南美景花园 2室1厅 西南,海珠区,3800.0,65.0,58.46,1,贝壳租房列表页,2026-05-25T14:05:12.858705
GZ2144777703738310656,海珠,整租·鸿辉阁 3室1厅 东,海珠区,4800.0,78.0,61.54,1,贝壳租房列表页,2026-05-25T14:05:12.859178
GZ2144787332476174336,海珠,整租·怡乐路 3室1厅 东,海珠区,3200.0,75.0,42.67,1,贝壳租房列表页,2026-05-25T14:05:12.859658
独栋·云居公寓 昌岗中路店 近中大广医二院地铁直达磨碟沙万胜围昌岗江泰路地铁200米 1室1厅,,独栋·云居公寓 昌岗中路店 近中大广医二院地铁直达磨碟沙万胜围昌岗江泰路地铁200米 1室1厅,海珠区,2880.0,45.0,64.0,1,贝壳租房列表页,2026-05-25T14:05:12.860123
GZ2144809171915112448,海珠,整租·珠江帝景苑 1室0厅 南/北,海珠区,1500.0,12.0,125.0,1,贝壳租房列表页,2026-05-25T14:05:12.860579
GZ2147219680325009408,海珠,整租·中海观澜府(住宅) 4室2厅 东南,海珠区,9800.0,127.0,77.17,1,贝壳租房列表页,2026-05-25T14:05:12.861064
GZ2147245589887188992,海珠,整租·同福中路鹤鸣四巷 1室0厅 南,海珠区,1500.0,30.0,50.0,1,贝壳租房列表页,2026-05-25T14:05:12.861527
独栋·寻马院子 市二宫店 采光好单间带独立厨卫 开间,,独栋·寻马院子 市二宫店 采光好单间带独立厨卫 开间,海珠区,1480.0,18.0,82.22,1,贝壳租房列表页,2026-05-25T14:05:12.861991
GZ2147233911971774464,海珠,整租·海天花苑 3室1厅 南,海珠区,4900.0,90.0,54.44,1,贝壳租房列表页,2026-05-25T14:05:12.862452
GZ2119838433626030080,海珠,合租·合生颐景华苑 4居室 东北卧,海珠区,1953.0,16.5,118.36,1,贝壳租房列表页,2026-05-25T14:05:12.863146
GZ2147231457540571136,海珠,整租·叠翠苑 3室2厅 东南,海珠区,4500.0,95.0,47.37,1,贝壳租房列表页,2026-05-25T14:05:12.863630
GZ2137847680133496832,海珠,合租·森语星园 3居室 东卧,海珠区,1039.0,7.0,148.43,1,贝壳租房列表页,2026-05-25T14:05:12.864100
GZ2147255810894331904,海珠,整租·南洲名苑 5室2厅 复式 东南,海珠区,9000.0,166.9,53.92,1,贝壳租房列表页,2026-05-25T14:05:12.864576
独栋·与之城市青年之家 奋勇北街店 宝岗大道 精装电梯一房 半年起租 仅需1600 1室1厅,,独栋·与之城市青年之家 奋勇北街店 宝岗大道 精装电梯一房 半年起租 仅需1600 1室1厅,海珠区,1900.0,30.0,63.33,1,贝壳租房列表页,2026-05-25T14:05:12.865096
GZ2147255837813374976,海珠,整租·光大花园水岸榕城 1室0厅 北,海珠区,1300.0,12.0,108.33,1,贝壳租房列表页,2026-05-25T14:05:12.865590
独栋·金地草莓社区 同福西地铁站店 【暗房-自带烘干机-5月特惠】地铁300M孙逸仙北院首选6/8号线双地铁口拎包入住 民水民电 开间,,独栋·金地草莓社区 同福西地铁站店 【暗房-自带烘干机-5月特惠】地铁300M孙逸仙北院首选6/8号线双地铁口拎包入住 民水民电 开间,海珠区,1620.0,25.0,64.8,1,贝壳租房列表页,2026-05-25T14:05:12.866042
GZ2069366770220662784,海珠,整租·花城湾畔 5室2厅 跃层 南/北,海珠区,13000.0,354.0,36.72,1,贝壳租房列表页,2026-05-25T14:05:32.672172
独栋·悦City青年公寓 磨碟沙社区公寓 直租无中介 独门独户 独立阳台 独卫 拎包入住 开间,,独栋·悦City青年公寓 磨碟沙社区公寓 直租无中介 独门独户 独立阳台 独卫 拎包入住 开间,海珠区,999.0,35.0,28.54,1,贝壳租房列表页,2026-05-25T14:05:32.672975
GZ2069632141175554048,海珠,整租·缝纫机厂宿舍 1室1厅 南,海珠区,1800.0,30.0,60.0,1,贝壳租房列表页,2026-05-25T14:05:32.673776
独栋·悦City青年公寓 北山店 特惠首选直租房 拎包入住 送独立网络  民水电 开间,,独栋·悦City青年公寓 北山店 特惠首选直租房 拎包入住 送独立网络  民水电 开间,海珠区,700.0,18.0,38.89,1,贝壳租房列表页,2026-05-25T14:05:32.674578
